N1_후보풀_전량랭킹_방법검증_최종아님
rank,word,reading,편중도,상위장르,일반빈도zipf,tanos_tag,note
155,軽減,けいげん,2.189,논설·행정,4.11,N1,논설·행정1199회/24문서(z+2.19) 행정백서39회/15문서(z+0.87) 학술9회/5문서(z-0.40)
156,認識,にんしき,2.18,논설·행정,4.72,N1,논설·행정4809회/24문서(z+2.18) 학술490회/55문서(z+1.51) 행정백서41회/20문서(z-0.16) 법률35회/12문서(z-0.63) 문학3회/2문서(z-2.75)
157,分配,ぶんぱい,2.177,행정백서,3.81,N1,행정백서108회/20문서(z+2.18) 논설·행정371회/24문서(z+1.86) 법률89회/4문서(z+1.40) 학술49회/21문서(z+1.35); 일반빈도낮음→장르부상
158,群集,ぐんしゅう,2.172,학술,3.0,N1,학술23회/6문서(z+2.17); 일반빈도낮음→장르부상
159,勧告,かんこく,2.169,논설·행정,3.79,N1,논설·행정556회/24문서(z+2.17) 법률74회/5문서(z+1.30) 학술32회/8문서(z+1.07) 문학8회/8문서(z-0.43); 일반빈도낮음→장르부상
160,領海,りょうかい,2.163,논설·행정,3.23,N1,논설·행정152회/20문서(z+2.16) 학술11회/2문서(z+1.24); 일반빈도낮음→장르부상
161,名付ける,なづける,2.162,학술,2.9,N1,학술18회/16문서(z+2.16) 논설·행정7회/4문서(z+0.60) 문학3회/3문서(z+0.37); 일반빈도낮음→장르부상
162,強める,つよめる,2.15,논설·행정,3.21,N1,논설·행정142회/23문서(z+2.15) 학술8회/7문서(z+1.04); 일반빈도낮음→장르부상
163,黒字,くろじ,2.147,행정백서,3.52,N1,행정백서90회/9문서(z+2.15) 논설·행정300회/24문서(z+1.82); 일반빈도낮음→장르부상
164,補助,ほじょ,2.144,논설·행정,4.39,N1,논설·행정2128회/24문서(z+2.14) 법률169회/12문서(z+0.93) 행정백서29회/14문서(z+0.16) 학술25회/12문서(z-0.12)
165,感染,かんせん,2.142,논설·행정,4.68,N1,논설·행정4152회/22문서(z+2.14) 행정백서710회/40문서(z+2.09) 학술120회/10문서(z+0.54)
166,一律,いちりつ,2.139,논설·행정,3.61,N1,논설·행정351회/23문서(z+2.14) 학술6회/4문서(z+0.15) 행정백서3회/3문서(z-0.21); 일반빈도낮음→장르부상
167,兼業,けんぎょう,2.139,행정백서,3.01,N1,행정백서66회/5문서(z+2.14) 논설·행정59회/15문서(z+0.92); 일반빈도낮음→장르부상
168,留める,とめる,2.127,논설·행정,3.23,N1,논설·행정144회/21문서(z+2.13) 행정백서3회/3문서(z+0.46) 학술3회/3문서(z+0.28); 일반빈도낮음→장르부상
169,要望,ようぼう,2.124,논설·행정,4.2,N1,논설·행정1333회/24문서(z+2.12)
170,気象,きしょう,2.119,학술,3.93,N1,학술182회/12문서(z+2.12) 논설·행정272회/21문서(z+1.47); 일반빈도낮음→장르부상
171,隔たる,へだたる,2.118,문학,0.0,N1,문학4회/2문서(z+2.12); 일반빈도낮음→장르부상
172,結合,けつごう,2.115,학술,3.96,N1,학술194회/29문서(z+2.11) 법률13회/2문서(z-0.12) 논설·행정22회/8문서(z-0.28); 일반빈도낮음→장르부상
173,概念,がいねん,2.111,학술,4.44,N1,학술582회/82문서(z+2.11) 논설·행정213회/24문서(z+0.51) 행정백서17회/7문서(z-0.34)
174,取り扱い,とりあつかい,2.1,논설·행정,3.91,N1,논설·행정662회/24문서(z+2.10) 법률85회/8문서(z+1.21) 행정백서12회/9문서(z+0.32) 학술6회/5문서(z-0.36); 일반빈도낮음→장르부상
175,一気,いっき,2.094,논설·행정,3.37,N1,논설·행정189회/22문서(z+2.09); 일반빈도낮음→장르부상
176,原油,げんゆ,2.087,행정백서,3.62,N1,행정백서109회/14문서(z+2.09) 논설·행정235회/20문서(z+1.47); 일반빈도낮음→장르부상
177,証人,しょうにん,2.08,법률,3.88,N1,법률290회/10문서(z+2.08) 논설·행정51회/11문서(z+0.41); 일반빈도낮음→장르부상
178,議案,ぎあん,2.08,논설·행정,3.04,N1,논설·행정87회/17문서(z+2.08) 법률18회/2문서(z+1.51); 일반빈도낮음→장르부상
179,過疎,かそ,2.075,논설·행정,3.68,N1,논설·행정376회/20문서(z+2.08) 행정백서4회/3문서(z-0.11); 일반빈도낮음→장르부상
180,田園,でんえん,2.07,논설·행정,3.16,N1,논설·행정113회/6문서(z+2.07); 일반빈도낮음→장르부상
181,細胞,さいぼう,2.07,학술,4.65,N1,학술895회/26문서(z+2.07) 논설·행정87회/9문서(z-0.43)
182,内訳,うちわけ,2.059,행정백서,3.56,N1,행정백서52회/19문서(z+2.06) 논설·행정145회/19문서(z+1.62) 학술4회/3문서(z-0.07); 일반빈도낮음→장르부상
183,受け入れる,うけいれる,2.057,논설·행정,4.07,N1,논설·행정894회/24문서(z+2.06) 학술69회/33문서(z+1.17) 행정백서13회/7문서(z+0.11) 문학4회/2문서(z-1.42)
184,採択,さいたく,2.057,논설·행정,3.53,N1,논설·행정259회/24문서(z+2.06) 학술19회/12문서(z+1.13); 일반빈도낮음→장르부상
185,産出,さんしゅつ,2.057,행정백서,3.05,N1,행정백서16회/7문서(z+2.06) 학술12회/4문서(z+1.61) 논설·행정42회/11문서(z+1.58); 일반빈도낮음→장르부상
186,控える,ひかえる,2.054,논설·행정,3.58,N1,논설·행정289회/23문서(z+2.05) 행정백서8회/4문서(z+0.60) 문학16회/3문서(z+0.45) 학술3회/2문서(z-0.31); 일반빈도낮음→장르부상
187,機構,きこう,2.05,논설·행정,4.29,N1,논설·행정1474회/24문서(z+2.05) 학술117회/34문서(z+1.18) 행정백서16회/9문서(z-0.12) 법률17회/6문서(z-0.45)
188,旅客,りょかく,2.049,논설·행정,3.18,N1,논설·행정114회/15문서(z+2.05); 일반빈도낮음→장르부상
189,剥げる,はげる,2.047,문학,1.67,N1,문학4회/3문서(z+2.05); 일반빈도낮음→장르부상
190,欺く,あざむく,2.046,문학,2.82,N1,문학24회/3문서(z+2.05) 학술6회/3문서(z+1.49) 논설·행정15회/9문서(z+1.24); 일반빈도낮음→장르부상
191,首脳,しゅのう,2.046,논설·행정,3.87,N1,논설·행정557회/24문서(z+2.05) 행정백서8회/3문서(z+0.09); 일반빈도낮음→장르부상
192,付け加える,つけくわえる,2.041,논설·행정,2.94,N1,논설·행정65회/20문서(z+2.04) 문학14회/3문서(z+1.44) 학술7회/5문서(z+1.40); 일반빈도낮음→장르부상
193,久しい,ひさしい,2.037,논설·행정,3.18,N1,논설·행정112회/22문서(z+2.04) 문학14회/4문서(z+1.03); 일반빈도낮음→장르부상
194,方策,ほうさく,2.037,논설·행정,3.27,N1,논설·행정371회/24문서(z+2.04) 법률5회/4문서(z-0.36); 일반빈도낮음→장르부상
195,脱する,だっする,2.037,행정백서,2.76,N1,행정백서8회/5문서(z+2.04) 논설·행정17회/11문서(z+1.41); 일반빈도낮음→장르부상
196,居住,きょじゅう,2.03,법률,4.05,N1,법률397회/5문서(z+2.03) 논설·행정232회/23문서(z+1.17) 행정백서35회/15문서(z+0.90) 학술8회/6문서(z-0.39)
197,主権,しゅけん,2.029,논설·행정,3.74,N1,논설·행정403회/23문서(z+2.03) 학술92회/10문서(z+1.94); 일반빈도낮음→장르부상
198,増進,ぞうしん,2.021,논설·행정,3.3,N1,논설·행정145회/22문서(z+2.02) 법률30회/5문서(z+1.45) 학술9회/8문서(z+0.97); 일반빈도낮음→장르부상
199,差し掛かる,さしかかる,2.019,논설·행정,2.42,N1,논설·행정19회/10문서(z+2.02); 일반빈도낮음→장르부상
200,合意,ごうい,2.018,논설·행정,4.31,N1,논설·행정1471회/24문서(z+2.02) 법률82회/8문서(z+0.57) 학술52회/15문서(z+0.55) 행정백서23회/7문서(z+0.12)
201,把握,はあく,2.008,논설·행정,4.44,N1,논설·행정1954회/24문서(z+2.01) 행정백서57회/25문서(z+0.58) 학술42회/23문서(z+0.17) 법률13회/4문서(z-0.86)
202,浅ましい,あさましい,2.008,문학,2.24,N1,문학6회/2문서(z+2.01); 일반빈도낮음→장르부상
203,堤防,ていぼう,2.006,논설·행정,3.48,N1,논설·행정214회/18문서(z+2.01); 일반빈도낮음→장르부상
204,配慮,はいりょ,2.006,논설·행정,4.28,N1,논설·행정1354회/24문서(z+2.01) 법률24회/9문서(z-0.21) 학술11회/7문서(z-0.55) 행정백서5회/5문서(z-1.00)
205,概説,がいせつ,2.003,학술,2.62,N1,학술19회/15문서(z+2.00); 일반빈도낮음→장르부상
206,討論,とうろん,2.001,논설·행정,3.8,N1,논설·행정444회/23문서(z+2.00) 학술8회/4문서(z+0.04); 일반빈도낮음→장르부상
207,密接,みっせつ,1.995,학술,3.6,N1,학술72회/32문서(z+2.00) 논설·행정189회/23문서(z+1.73) 행정백서9회/6문서(z+0.65) 법률13회/4문서(z+0.43); 일반빈도낮음→장르부상
208,再発,さいはつ,1.983,논설·행정,3.88,N1,논설·행정520회/22문서(z+1.98); 일반빈도낮음→장르부상
209,訴訟,そしょう,1.974,법률,4.42,N1,법률858회/12문서(z+1.97) 논설·행정363회/22문서(z+0.90) 학술18회/4문서(z-0.42)
210,弾力,だんりょく,1.969,논설·행정,3.23,N1,논설·행정114회/21문서(z+1.97) 행정백서17회/11문서(z+1.78) 학술7회/3문서(z+0.90); 일반빈도낮음→장르부상
211,反する,はんする,1.963,논설·행정,3.74,N1,논설·행정366회/24문서(z+1.96) 법률75회/12문서(z+1.39) 학술43회/23문서(z+1.38) 행정백서4회/3문서(z-0.22); 일반빈도낮음→장르부상
212,両立,りょうりつ,1.962,논설·행정,3.76,N1,논설·행정382회/24문서(z+1.96) 행정백서42회/18문서(z+1.55) 학술8회/6문서(z+0.10) 문학5회/3문서(z-0.73); 일반빈도낮음→장르부상
213,節,ふし,1.961,행정백서,4.34,N1,행정백서276회/56문서(z+1.96) 법률615회/14문서(z+1.87) 학술19회/11문서(z-0.24) 논설·행정16회/7문서(z-1.09) 문학10회/5문서(z-1.20)
214,職員,しょくいん,1.96,논설·행정,4.58,N1,논설·행정2518회/24문서(z+1.96) 법률1085회/12문서(z+1.89) 행정백서32회/11문서(z-0.10) 문학15회/2문서(z-1.31) 학술6회/5문서(z-1.50)
215,交付,こうふ,1.958,논설·행정,3.84,N1,논설·행정3055회/24문서(z+1.96) 법률313회/14문서(z+0.92); 일반빈도낮음→장르부상
216,着目,ちゃくもく,1.958,행정백서,3.47,N1,행정백서37회/21문서(z+1.96) 논설·행정128회/22문서(z+1.67) 학술34회/22문서(z+1.66); 일반빈도낮음→장르부상
217,外相,がいしょう,1.946,논설·행정,3.5,N1,논설·행정205회/18문서(z+1.95); 일반빈도낮음→장르부상
218,樹立,じゅりつ,1.939,논설·행정,3.18,N1,논설·행정97회/14문서(z+1.94) 학술6회/4문서(z+0.88); 일반빈도낮음→장르부상
219,武力,ぶりょく,1.939,논설·행정,3.77,N1,논설·행정378회/20문서(z+1.94) 학술15회/2문서(z+0.55) 법률3회/2문서(z-0.81); 일반빈도낮음→장르부상
220,絶える,たえる,1.935,논설·행정,3.02,N1,논설·행정67회/18문서(z+1.93) 학술9회/7문서(z+1.44) 문학15회/4문서(z+1.35); 일반빈도낮음→장르부상
221,膨れる,ふくれる,1.935,문학,2.35,N1,문학7회/2문서(z+1.93) 논설·행정10회/5문서(z+1.69); 일반빈도낮음→장르부상
222,貯蓄,ちょちく,1.935,행정백서,3.58,N1,행정백서111회/15문서(z+1.93) 논설·행정95회/15문서(z+0.71) 학술6회/3문서(z-0.45); 일반빈도낮음→장르부상
223,法学,ほうがく,1.929,학술,3.29,N1,학술66회/18문서(z+1.93) 논설·행정29회/10문서(z+0.46); 일반빈도낮음→장르부상
224,取り締まる,とりしまる,1.926,논설·행정,3.0,N1,논설·행정63회/17문서(z+1.93); 일반빈도낮음→장르부상
225,視察,しさつ,1.926,논설·행정,3.77,N1,논설·행정371회/24문서(z+1.93); 일반빈도낮음→장르부상
226,技能,ぎのう,1.922,논설·행정,4.02,N1,논설·행정657회/22문서(z+1.92) 행정백서65회/8문서(z+1.42) 학술6회/6문서(z-0.55)
227,正に,まさに,1.922,논설·행정,3.65,N1,논설·행정3360회/24문서(z+1.92) 학술10회/8문서(z-1.38) 문학11회/3문서(z-1.80); 일반빈도낮음→장르부상
228,赤字,あかじ,1.922,논설·행정,3.99,N1,논설·행정612회/24문서(z+1.92) 행정백서74회/12문서(z+1.57) 학술19회/5문서(z+0.35); 일반빈도낮음→장르부상
229,従事,じゅうじ,1.921,논설·행정,3.95,N1,논설·행정557회/24문서(z+1.92) 법률234회/14문서(z+1.83) 행정백서19회/10문서(z+0.61) 학술12회/6문서(z+0.08); 일반빈도낮음→장르부상
230,刑,けい,1.909,법률,4.08,N1,법률604회/13문서(z+1.91) 학술18회/5문서(z-0.23) 논설·행정51회/13문서(z-0.26)
231,充実,じゅうじつ,1.907,논설·행정,4.41,N1,논설·행정1574회/24문서(z+1.91) 행정백서31회/18문서(z+0.17) 학술19회/6문서(z-0.36) 법률9회/5문서(z-1.06)
232,工学,こうがく,1.904,학술,4.01,N1,학술163회/41문서(z+1.90) 논설·행정41회/12문서(z+0.06)
233,洒落る,しゃれる,1.904,문학,0.0,N1,문학3회/2문서(z+1.90); 일반빈도낮음→장르부상
234,封建,ほうけん,1.902,학술,3.14,N1,학술22회/6문서(z+1.90) 논설·행정4회/2문서(z-0.16); 일반빈도낮음→장르부상
235,真理,しんり,1.902,학술,3.89,N1,학술311회/18문서(z+1.90) 논설·행정11회/8문서(z-1.27) 문학4회/2문서(z-1.80); 일반빈도낮음→장르부상
236,領土,りょうど,1.901,논설·행정,3.92,N1,논설·행정505회/23문서(z+1.90) 학술31회/7문서(z+0.83); 일반빈도낮음→장르부상
237,改まる,あらたまる,1.893,논설·행정,1.58,N1,논설·행정6회/5문서(z+1.89); 일반빈도낮음→장르부상
238,衛生,えいせい,1.892,학술,4.25,N1,학술280회/11문서(z+1.89) 논설·행정321회/21문서(z+1.08) 행정백서4회/2문서(z-1.11) 문학3회/2문서(z-1.95)
239,野党,やとう,1.892,논설·행정,4.03,N1,논설·행정641회/24문서(z+1.89) 학술4회/2문서(z-0.86)
240,配列,はいれつ,1.889,학술,3.76,N1,학술90회/13문서(z+1.89); 일반빈도낮음→장르부상
241,個別,こべつ,1.886,논설·행정,4.29,N1,논설·행정1157회/24문서(z+1.89) 학술60회/31문서(z+0.69) 법률67회/8문서(z+0.47) 행정백서16회/10문서(z-0.12)
242,見通し,みとおし,1.886,논설·행정,3.98,N1,논설·행정567회/24문서(z+1.89) 행정백서67회/23문서(z+1.51) 학술12회/6문서(z+0.03); 일반빈도낮음→장르부상
243,原則,げんそく,1.879,논설·행정,4.31,N1,논설·행정1198회/24문서(z+1.88) 학술153회/29문서(z+1.35) 법률27회/9문서(z-0.17) 행정백서7회/6문서(z-0.79)
244,現行,げんこう,1.877,논설·행정,4.12,N1,논설·행정773회/24문서(z+1.88) 행정백서15회/10문서(z+0.13) 학술6회/6문서(z-0.72)
245,組み合わせる,くみあわせる,1.872,논설·행정,3.44,N1,논설·행정160회/23문서(z+1.87) 학술26회/20문서(z+1.52) 행정백서14회/11문서(z+1.27); 일반빈도낮음→장르부상
246,自立,じりつ,1.868,논설·행정,3.97,N1,논설·행정539회/22문서(z+1.87) 학술10회/8문서(z-0.09) 법률9회/6문서(z-0.38) 행정백서3회/2문서(z-0.84); 일반빈도낮음→장르부상
247,過労,かろう,1.868,논설·행정,3.53,N1,논설·행정196회/17문서(z+1.87); 일반빈도낮음→장르부상
248,演ずる,えんずる,1.865,문학,2.66,N1,문학13회/3문서(z+1.86) 논설·행정5회/4문서(z+0.74); 일반빈도낮음→장르부상
249,定義,ていぎ,1.864,학술,4.46,N1,학술436회/71문서(z+1.86) 논설·행정524회/23문서(z+1.09) 행정백서46회/24문서(z+0.38) 법률45회/8문서(z-0.06)
250,向上,こうじょう,1.859,논설·행정,4.51,N1,논설·행정1849회/24문서(z+1.86) 행정백서211회/45문서(z+1.46) 학술53회/29문서(z+0.22) 법률17회/5문서(z-0.79)
251,受け継ぐ,うけつぐ,1.855,학술,3.37,N1,학술35회/19문서(z+1.86) 논설·행정28회/14문서(z+0.80) 법률6회/2문서(z+0.27); 일반빈도낮음→장르부상
252,漏れる,もれる,1.854,논설·행정,3.26,N1,논설·행정103회/16문서(z+1.85) 학술5회/5문서(z+0.61) 문학5회/4문서(z+0.13); 일반빈도낮음→장르부상
253,慣習,かんしゅう,1.851,학술,3.56,N1,학술54회/14문서(z+1.85) 법률26회/2문서(z+0.96) 논설·행정23회/11문서(z+0.37) 행정백서3회/2문서(z-0.12); 일반빈도낮음→장르부상
254,厳密,げんみつ,1.847,학술,3.79,N1,학술92회/40문서(z+1.85) 논설·행정71회/17문서(z+0.77) 행정백서4회/4문서(z-0.31); 일반빈도낮음→장르부상
255,営む,いとなむ,1.844,법률,3.41,N1,법률69회/11문서(z+1.84) 논설·행정118회/20문서(z+1.71) 학술3회/3문서(z-0.02); 일반빈도낮음→장르부상
256,試みる,こころみる,1.83,학술,3.53,N1,학술49회/27문서(z+1.83) 행정백서10회/6문서(z+0.85) 문학16회/4문서(z+0.53) 논설·행정26회/13문서(z+0.50); 일반빈도낮음→장르부상
257,健全,けんぜん,1.829,논설·행정,4.09,N1,논설·행정671회/22문서(z+1.83) 행정백서20회/11문서(z+0.40) 학술7회/4문서(z-0.55) 법률5회/5문서(z-0.96)
258,待ち望む,まちのぞむ,1.828,논설·행정,2.41,N1,논설·행정14회/8문서(z+1.83); 일반빈도낮음→장르부상
259,記述,きじゅつ,1.825,학술,4.23,N1,학술244회/55문서(z+1.82) 논설·행정274회/23문서(z+1.00) 행정백서4회/2문서(z-1.08)
260,要請,ようせい,1.823,논설·행정,4.39,N1,논설·행정1326회/24문서(z+1.82) 행정백서26회/10문서(z+0.07) 학술32회/19문서(z+0.06) 법률34회/3문서(z-0.14)
261,申告,しんこく,1.822,법률,3.93,N1,법률221회/4문서(z+1.82) 논설·행정316회/22문서(z+1.57) 행정백서5회/2문서(z-0.38); 일반빈도낮음→장르부상
262,所在,しょざい,1.817,법률,3.77,N1,법률152회/14문서(z+1.82) 논설·행정155회/21문서(z+1.34); 일반빈도낮음→장르부상
263,与党,よとう,1.816,논설·행정,3.83,N1,논설·행정926회/24문서(z+1.82); 일반빈도낮음→장르부상
264,志向,しこう,1.816,학술,3.89,N1,학술110회/13문서(z+1.82) 논설·행정103회/21문서(z+0.87) 행정백서12회/9문서(z+0.36); 일반빈도낮음→장르부상
265,色々,いろいろ,1.815,논설·행정,5.06,N1,논설·행정6143회/23문서(z+1.81) 문학75회/5문서(z-0.94) 학술6회/6문서(z-2.32)
